sku_id,category,name,mrp,discount_percent,discounted_selling_price,weight_in_gms,available_quantity,out_of_stock
SKU00220,"Fruits & Vegetables",Sweet Corn,14128,22,11019,500,61,False
SKU01434,Beverages,Kombucha - Bombucha,28420,32,19325,750,13,False
SKU01439,Beverages,Lassi - Sweet,29013,34,19148,1000,0,True
SKU01420,Beverages,Coconut Water - Raw Pressery,52531,12,46227,250,76,False
SKU00990,"Snacks & Munchies",Bourbon Biscuit,14882,20,11905,30,15,False
SKU00500,"Dairy & Bread",Mother Dairy Full Cream Milk,51945,46,28050,500,172,False
SKU01129,"Snacks & Munchies",Protein Bar - Yoga Bar,11937,27,8714,400,42,False
SKU02936,"Bakery & Biscuits",Cinnamon Roll,10219,30,7153,40,0,True
SKU01004,"Snacks & Munchies",Dark Fantasy,23804,22,18567,90,80,False
SKU00107,"Fruits & Vegetables","Ladies Finger (Bhindi)",19514,21,15416,1000,0,True
SKU00637,"Dairy & Bread",Amul Cream - Fresh,27629,34,18235,500,146,False
SKU03170,Baby Care,Baby Feeding Bottle,185275,32,125986,200,0,True
SKU02017,Personal Care,Vaseline Intensive Care,105060,3,101908,50,91,False
SKU02495,"Instant & Frozen Food",Dosa Batter - iD,12891,35,8379,1000,106,False
SKU01247,Beverages,Real Juice - Mixed Fruit,19711,31,13600,500,0,True
SKU01192,Beverages,Pepsi 750ml,10320,31,7120,350,23,False
SKU01246,Beverages,Maaza Mango 600ml,51328,17,42602,750,119,False
SKU00404,"Fruits & Vegetables",Kiwi - Green,7857,27,5735,500,0,True
SKU02247,Personal Care,Talcum Powder - Ponds,41884,,32669,500,12,False
SKU02418,"Instant & Frozen Food",Instant Pasta - Knorr,9792,26,7246,400,100,False
SKU01895,"Cleaning & Household",Glass Wiper,69585,33,46621,400,0,True
SKU02793,"Bakery & Biscuits",Cup Cake - Vanilla,23608,26,17469,100,193,False
SKU03153,Baby Care,Gripe Water - Woodward's,44364,0,44364,100,0,True
SKU01952,Personal Care,"Head & Shoulders Shampoo",49091,52,23563,150,49,False
SKU02782,"Bakery & Biscuits",Donut - Glazed,26722,25,20041,100,0,True
SKU01094,"Snacks & Munchies",Roasted Almonds - Salted,8100,4,7776,400,189,False
SKU03473,Pet Care,Tick Spray,140526,0,140526,1000,180,False
SKU02115,Personal Care,Gillette Shaving Foam,83504,3,80998,500,172,False
SKU00986,"Snacks & Munchies",Oreo - Original,28831,7,26812,150,22,False
SKU02304,"Instant & Frozen Food",Top Ramen - Curry,34661,0,34661,1000,137,False
SKU00319,"Fruits & Vegetables",Drumstick,6863,19,5559,2000,180,False
SKU03039,Baby Care,Huggies Diapers - S,90737,18,74404,500,136,False
SKU00555,"Dairy & Bread",Paneer - Fresh,10887,40,6532,500,90,False
SKU01835,"Cleaning & Household",Steel Wool,28330,2,27763,750,110,False
SKU00261,"Fruits & Vegetables",Grapes - Green,7736,12,6807,1000,10,False
SKU02225,Personal Care,Body Wash - Dove,46168,30,32317,50,10,False
SKU02413,"Instant & Frozen Food",Instant Pasta - Knorr,3143,21,2482,140,181,False
SKU00889,"Snacks & Munchies",Haldiram's Aloo Bhujia,24833,0,24833,50,193,False
SKU02988,Baby Care,Lactogen 1,153508,,115131,500,79,False
SKU01492,Beverages,Horlicks 500g,33366,6,31364,500,0,True
SKU00923,"Snacks & Munchies",Cornitos Nachos,15710,13,13667,150,57,False
SKU01529,Beverages,Electral Powder,30772,48,16001,250,145,False
SKU02260,Personal Care,Hair Gel - Set Wet,87045,5,82692,75,36,False
SKU02174,Personal Care,Ear Buds,98730,34,65161,,0,True
SKU02305,"Instant & Frozen Food",Top Ramen - Curry,6695,6,6293,400,131,False
SKU03439,Pet Care,Pet Carrier - Small,67240,18,55136,500,155,False
SKU00534,"Dairy & Bread",Britannia Cheese Slices,8417,39,5134,,15,False
SKU03333,Pet Care,Dog Shampoo,100593,6,94557,1000,0,True
SKU03406,Pet Care,Fish Food - Taiyo,137582,25,103186,500,60,False
SKU01676,"Cleaning & Household",Aluminium Foil - 9m,53182,15,45204,1000,79,False
SKU03387,Pet Care,Cat Toy - Mouse,79815,11,71035,400,179,False
SKU01528,Beverages,Electral Powder,14153,2,13869,200,89,False
SKU03116,Baby Care,Baby Lotion - Himalaya,114121,70,34236,200,18,False
SKU03353,Pet Care,Dog Biscuit - Milk Bone,22055,21,17423,400,0,True
SKU01478,Beverages,Protein Shake - MuscleBlaze,40643,18,33327,500,133,False
SKU02394,"Instant & Frozen Food",Frozen Fish Fingers,31659,48,16462,1000,58,False
SKU00822,"Dairy & Bread",Dahi - Set,2193,5,2083,500,173,False
SKU03410,Pet Care,Fish Food - Taiyo,66904,29,47501,200,0,True
SKU01708,"Cleaning & Household",Room Freshener - Odonil,42499,18,34849,1000,16,False
SKU01759,"Cleaning & Household",Sanitizer - Lifebuoy,49300,10,44370,1000,0,True
SKU03294,Pet Care,Royal Canin - Maxi Adult,87366,,44556,1000,73,False
SKU02188,Personal Care,Wet Wipes - Himalaya,108490,33,72688,50,0,True
SKU03401,Pet Care,Dog Toy - Ball,101045,24,76794,100,92,False
SKU01917,Personal Care,Sensodyne Rapid Relief,81988,10,73789,200,19,False
SKU00994,"Snacks & Munchies",Bourbon Biscuit,38999,12,34319,30,134,False
SKU01093,"Snacks & Munchies",Roasted Almonds - Salted,2427,7,2257,30,116,False
SKU00952,"Snacks & Munchies",Parle Rusk,28881,9,26281,90,0,True
SKU03252,Pet Care,Pedigree Dog Food - Veg,64311,14,55307,500,200,False
SKU03381,Pet Care,Cat Toy - Mouse,111212,52,53381,100,0,True
SKU01493,Beverages,Horlicks 500g,5653,30,3957,500,102,False
SKU01881,"Cleaning & Household",Drain Cleaner,55307,0,55307,1000,166,False
SKU02612,"Instant & Frozen Food",Frozen Momos - Wo Momo,22366,19,18116,70,0,True
SKU02672,"Bakery & Biscuits",Muffin - Blueberry,8675,,7807,60,10,False
SKU03326,Pet Care,Cat Litter - Clumping,34174,34,22554,,68,False
SKU00626,"Dairy & Bread",Milk Bread,20637,10,18573,,184,False
SKU01716,"Cleaning & Household",Mosquito Repellent - Good Knight,54380,26,40241,1000,103,False
SKU02731,"Bakery & Biscuits",Bun - Sweet,29178,35,18965,60,0,True
SKU02858,"Bakery & Biscuits",Cookies - Choco Chip,24566,28,17687,150,20,False
SKU01195,Beverages,Pepsi 750ml,46339,5,44022,200,82,False
SKU00861,"Snacks & Munchies",Kurkure Masala Munch,12720,19,10303,150,166,False
SKU01026,"Snacks & Munchies",Nutri Choice Digestive,38259,17,31754,30,15,False
SKU02039,Personal Care,Garnier Face Wash - Men,115267,56,50717,100,0,True
SKU00945,"Snacks & Munchies",Bikaji Bhujia Sev,21641,29,15365,30,108,False
SKU02628,"Bakery & Biscuits",Britannia Cake - Chocolate,16451,3,15957,150,85,False
SKU02141,Personal Care,Sanitary Pads - Whisper,98174,17,81484,200,196,False
SKU02053,Personal Care,Sunscreen - Lakme SPF50,82608,26,61129,100,192,False
SKU02214,Personal Care,Face Cream - Olay,44255,31,30535,,128,False
SKU03346,Pet Care,Cat Shampoo,62565,14,53805,1000,70,False
SKU02758,"Bakery & Biscuits",Puff - Veg,27440,10,24696,200,138,False
SKU02502,"Instant & Frozen Food",Idli Batter - iD,34709,45,19089,70,166,False
SKU01270,Beverages,Tropicana Orange 1L,11786,11,10489,200,153,False
SKU00883,"Snacks & Munchies",Haldiram's Aloo Bhujia,29270,10,26343,,0,True
SKU00452,"Fruits & Vegetables",Sweet Potato,24092,32,16382,250,0,True
SKU03093,Baby Care,Baby Oil - Johnson's,40501,9,36855,200,153,False
SKU01553,"Cleaning & Household",Vim Dishwash Gel - Lemon,73753,4,70802,400,6,False
SKU01849,"Cleaning & Household",Naphthalene Balls,78467,,65127,200,128,False
SKU01828,"Cleaning & Household",Steel Wool,42518,2,41667,1000,118,False
SKU00904,"Snacks & Munchies",Doritos Nacho Cheese,30206,31,20842,400,17,False
SKU00808,"Dairy & Bread",Shrikhand - Kesar,16477,55,7414,200,0,True
SKU03221,Baby Care,Baby Towel,159036,13,138361,200,81,False
SKU00784,"Dairy & Bread","Ghee - Amul (500ml)",50350,30,35245,100,70,False
SKU02082,Personal Care,Lifebuoy Handwash Refill,98379,55,44270,75,156,False
SKU00608,"Dairy & Bread","Bread - Brown (Harvest Gold)",48366,52,23215,1000,128,False
SKU01906,Personal Care,Colgate MaxFresh Toothpaste,59590,20,47672,50,0,True
SKU00766,"Dairy & Bread",Condensed Milk - Milkmaid,18549,29,13169,200,0,True
SKU01279,Beverages,Paper Boat Aam Panna,23317,0,23317,200,197,False
SKU00313,"Fruits & Vegetables",Ridge Gourd,11420,13,9935,1000,199,False
SKU00812,"Dairy & Bread",Dahi - Set,18686,,15696,500,0,True
SKU02712,"Bakery & Biscuits",Pizza Base,27052,11,24076,60,0,True
SKU02983,Baby Care,Cerelac - Rice,11842,26,8763,200,29,False
SKU01567,"Cleaning & Household",Harpic Toilet Cleaner,41874,33,28055,200,37,False
SKU01799,"Cleaning & Household",Dustpan,15443,13,13435,2000,166,False
SKU02170,Personal Care,Ear Buds,26594,-9,26328,200,4,False
SKU00138,"Fruits & Vegetables",Garlic,11566,10,10409,,0,True
SKU00663,"Dairy & Bread",Hung Curd,16750,2,16415,200,199,False
SKU02047,Personal Care,Garnier Face Wash - Men,85089,31,58711,500,48,False
SKU02517,"Instant & Frozen Food",Frozen Samosa,43512,33,29153,400,40,False
SKU02390,"Instant & Frozen Food",Frozen Chicken Nuggets,32958,5,31310,70,111,False
SKU02417,"Instant & Frozen Food",Instant Pasta - Knorr,1775,37,1118,50,63,False
SKU03257,Pet Care,Pedigree Dog Food - Veg,87878,32,59757,,93,False
SKU00880,"Snacks & Munchies",Haldiram's Aloo Bhujia,37707,14,32428,50,163,False
SKU03162,Baby Care,Baby Feeding Bottle,13859,23,10671,500,33,False
SKU01302,Beverages,Monster Energy 350ml,1498,3,1453,500,0,True
SKU01375,Beverages,Chamomile Tea - Twinings,6692,10,6022,250,0,True
SKU03193,Baby Care,Teether,158668,10,142801,300,105,False
SKU00099,"Fruits & Vegetables",Capsicum - Green,10437,39,6366,2000,188,False
SKU02176,Personal Care,Ear Buds,96593,1,95627,50,200,False
SKU02755,"Bakery & Biscuits",Puff - Veg,18628,64,6706,150,144,False
SKU03244,Pet Care,Pedigree Dog Food - Chicken,133703,27,97603,1000,0,True
SKU00550,"Dairy & Bread","Curd - Plain (400g)",8762,19,7097,100,139,False
SKU02795,"Bakery & Biscuits",Cup Cake - Vanilla,7966,66,2708,,0,True
SKU01444,Beverages,Lassi - Sweet,57996,1,57416,1000,181,False
SKU02660,"Bakery & Biscuits",Treat Croissant - Chocolate,30937,22,24130,150,66,False
SKU01856,"Cleaning & Household",Naphthalene Balls,33669,20,26935,1000,10,False
SKU02133,Personal Care,Perfume - Wild Stone,69139,3,67064,500,51,False
SKU00221,"Fruits & Vegetables",Tender Coconut,5470,24,4157,1500,166,False
SKU03103,Baby Care,Baby Powder - Johnson's,188217,16,158102,400,15,False
SKU00905,"Snacks & Munchies",Doritos Nacho Cheese,30161,2,29557,200,163,False
SKU02857,"Bakery & Biscuits",Cookies - Choco Chip,9274,18,7604,40,0,True
SKU03217,Baby Care,Baby Bib,179227,7,166681,500,177,False
SKU03340,Pet Care,Cat Shampoo,30006,8,27605,400,0,True
SKU02296,"Instant & Frozen Food",Top Ramen - Curry,11763,16,9880,400,77,False
SKU00619,"Dairy & Bread",Pav - Ladi,48357,28,34817,100,0,True
SKU03475,Pet Care,Tick Spray,88577,29,62889,500,0,True
SKU01975,Personal Care,Pantene Conditioner,18125,,14137,150,6,False
SKU01427,Beverages,Kombucha - Bombucha,59255,9,53922,500,0,True
SKU00345,"Fruits & Vegetables",Curry Leaves,3335,29,2367,1500,130,False
SKU00431,"Fruits & Vegetables",Dragon Fruit,14634,12,12877,1000,153,False
SKU01570,"Cleaning & Household",Harpic Toilet Cleaner,30949,,30330,400,70,False
SKU00829,"Dairy & Bread",Milkshake - Chocolate,40078,4,38474,500,16,False
SKU02601,"Instant & Frozen Food",Instant Rice - Minute,16574,2,16242,50,53,False
SKU01313,Beverages,Monster Energy 350ml,24382,3,23650,750,19,False
SKU02531,"Instant & Frozen Food",Frozen Spring Roll,39049,8,35925,50,32,False
SKU02190,Personal Care,Wet Wipes - Himalaya,41063,14,35314,75,54,False
SKU02608,"Instant & Frozen Food",Frozen Momos - Wo Momo,40895,6,38441,50,2,False
SKU01138,"Snacks & Munchies",Granola Bar - Nature Valley,15423,12,13572,200,112,False
SKU00887,"Snacks & Munchies",Haldiram's Aloo Bhujia,17815,,13717,,0,True
SKU03023,Baby Care,Pampers Diapers - M,149236,22,116404,200,117,False
SKU00699,"Dairy & Bread","Lassi - Mango (Amul)",32773,35,21302,1000,169,False
SKU00937,"Snacks & Munchies",Too Yumm Multigrain,5013,29,3559,150,36,False
SKU01859,"Cleaning & Household",Rat Trap - Glue,45648,11,40626,1000,89,False
SKU02263,Personal Care,Nail Cutter,79461,15,67541,500,110,False
SKU00283,"Fruits & Vegetables",Mushroom - Button,8060,16,6770,2000,101,False
SKU01185,Beverages,Pepsi 750ml,35895,12,31587,750,160,False
SKU02310,"Instant & Frozen Food",Cup Noodles - Masala,9433,10,8489,70,50,False
SKU00411,"Fruits & Vegetables",Kiwi - Green,3502,0,3502,250,30,False
SKU00179,"Fruits & Vegetables",Cauliflower,13826,62,5253,,0,True
SKU02701,"Bakery & Biscuits",Garlic Bread - Frozen,3447,35,2240,40,0,True
SKU00185,"Fruits & Vegetables",Cauliflower,14110,11,12557,1500,0,True
SKU02079,Personal Care,Dove Beauty Bar,44051,,36562,100,15,False
SKU02050,Personal Care,Sunscreen - Lakme SPF50,71738,35,46629,100,76,False
SKU01447,Beverages,Lassi - Sweet,11147,17,9252,1000,67,False
SKU00899,"Snacks & Munchies",Doritos Nacho Cheese,26390,13,22959,400,6,False
SKU01663,"Cleaning & Household",Garbage Bags - Large,30288,17,25139,2000,0,True
SKU02381,"Instant & Frozen Food",Frozen Mixed Vegetables,1319,16,1107,1000,123,False
SKU03254,Pet Care,Pedigree Dog Food - Veg,108628,31,74953,500,133,False
SKU02014,Personal Care,Vaseline Intensive Care,31973,32,21741,75,40,False
SKU00679,"Dairy & Bread",Flavoured Yogurt - Strawberry,49211,54,22637,500,0,True
SKU01634,"Cleaning & Household",Domex Toilet Cleaner,41626,40,24975,200,51,False
SKU00572,"Dairy & Bread",Amul Masti Buttermilk,36804,21,29075,1000,30,False
SKU02065,Personal Care,Dettol Soap - 125g,50295,,40738,,166,False
SKU01410,Beverages,Coconut Water - Raw Pressery,0,27,0,250,194,False
SKU02027,Personal Care,Ponds Face Wash,23605,28,16995,150,199,False
SKU00059,"Fruits & Vegetables",Banana - Robusta,24963,30,17474,2000,18,False
SKU00654,"Dairy & Bread",Cheese Spread - Amul,27020,43,15401,100,131,False
SKU03047,Baby Care,MamyPoko Pants - M,151189,7,140605,200,83,False
SKU03159,Baby Care,Gripe Water - Woodward's,199239,15,169353,200,0,True
SKU00158,"Fruits & Vegetables",Beetroot,3434,26,2541,1500,51,False
SKU02483,"Instant & Frozen Food",Upma Mix - MTR,43874,24,33344,1000,9,False
SKU02974,Baby Care,Cerelac - Wheat Apple,184440,17,153085,400,88,False
SKU01743,"Cleaning & Household",Phenyl - White,17478,64,6292,400,185,False
SKU00777,"Dairy & Bread","Ghee - Amul (500ml)",24264,1,24021,400,180,False
SKU02291,"Instant & Frozen Food",Yippee Noodles - Classic,46044,41,27165,400,197,False
SKU00422,"Fruits & Vegetables",Avocado,14223,30,9956,1500,29,False
SKU00392,"Fruits & Vegetables",Guava,2176,30,1523,500,56,False
SKU00377,"Fruits & Vegetables",Watermelon,5484,5,5209,1000,98,False
SKU00909,"Snacks & Munchies",Act II Popcorn - Butter,38244,28,27535,400,118,False
SKU00886,"Snacks & Munchies",Haldiram's Aloo Bhujia,6658,29,4727,90,47,False
SKU02250,Personal Care,Talcum Powder - Ponds,79941,5,75943,200,37,False
SKU01445,Beverages,Lassi - Sweet,17170,13,14937,750,4,False
SKU03088,Baby Care,Baby Shampoo - Johnson's,136881,0,136881,300,77,False
SKU00299,"Fruits & Vegetables","Bottle Gourd (Lauki)",24500,57,10535,1000,0,True
SKU03283,Pet Care,Whiskas Cat Food - Chicken,75109,26,55580,100,65,False
SKU01863,"Cleaning & Household",Rat Trap - Glue,56526,14,48612,500,101,False
SKU01624,"Cleaning & Household",Colin Glass Cleaner,66351,27,48436,400,89,False
SKU01308,Beverages,Monster Energy 350ml,20523,25,15392,750,99,False
SKU01898,"Cleaning & Household",Glass Wiper,27684,32,18825,2000,110,False
SKU02923,"Bakery & Biscuits",Focaccia Bread,29953,30,20967,,198,False
SKU01803,"Cleaning & Household",Fabric Softener - Comfort,27186,30,19030,,99,False
SKU02185,Personal Care,Wet Wipes - Himalaya,23112,0,23112,250,51,False
SKU02467,"Instant & Frozen Food",Cornflakes - Kellogg's,11126,,9234,400,89,False
SKU00527,"Dairy & Bread",Britannia Cheese Slices,33538,67,11067,400,0,True
SKU02134,Personal Care,Perfume - Wild Stone,78240,19,63374,200,159,False
SKU01316,Beverages,Sting Energy Drink,54939,25,41204,350,119,False
SKU00644,"Dairy & Bread",Cheese Spread - Amul,25609,35,16645,1000,49,False
SKU00082,"Fruits & Vegetables",Apple - Shimla,1638,9,1490,250,37,False
SKU00692,"Dairy & Bread",Flavoured Yogurt - Mango,50505,19,40909,,160,False
SKU00410,"Fruits & Vegetables",Kiwi - Green,21336,59,8747,1000,0,True
SKU00312,"Fruits & Vegetables",Ridge Gourd,2592,26,1918,500,191,False
SKU00521,"Dairy & Bread",Amul Butter - 100g,7861,16,6603,200,169,False
SKU00048,"Fruits & Vegetables",Coriander Leaves,24271,1,24028,500,17,False
SKU02092,Personal Care,Lifebuoy Handwash Refill,73970,13,64353,250,94,False
SKU02699,"Bakery & Biscuits",Garlic Bread - Frozen,25984,27,18968,300,182,False
SKU01215,Beverages,Thums Up 750ml,0,15,0,250,164,False
SKU01565,"Cleaning & Household",Lizol Floor Cleaner - Citrus,18701,42,10846,200,0,True
SKU00962,"Snacks & Munchies",Monaco Biscuit,17003,7,15812,150,57,False
SKU02539,"Instant & Frozen Food",Chapati - Ready to Eat,19526,10,17573,400,182,False
SKU02804,"Bakery & Biscuits",Swiss Roll,2023,23,1557,300,111,False
SKU01502,Beverages,Bournvita 500g,33941,24,25795,200,98,False
SKU02558,"Instant & Frozen Food",Roti - Multigrain,9896,0,9896,1000,101,False
SKU01794,"Cleaning & Household",Dustpan,18414,28,13258,400,142,False
SKU02966,Baby Care,Cerelac - Wheat Apple,35214,50,17607,400,74,False
SKU02543,"Instant & Frozen Food",Chapati - Ready to Eat,45475,30,31832,50,0,True
SKU00913,"Snacks & Munchies",Act II Popcorn - Butter,29141,64,10490,90,0,True
SKU02425,"Instant & Frozen Food","Soup - Knorr Hot & Sour",5953,46,3214,500,0,True
SKU00357,"Fruits & Vegetables",Curry Leaves,15910,,15910,1000,166,False
SKU01764,"Cleaning & Household",Sanitizer - Lifebuoy,37890,9,34479,750,98,False
SKU02799,"Bakery & Biscuits",Swiss Roll,4740,5,4503,40,149,False
SKU01374,Beverages,Green Tea - Lipton,53289,8,49025,750,28,False
SKU01125,"Snacks & Munchies",Protein Bar - Yoga Bar,11491,66,3906,,0,True
SKU00728,"Dairy & Bread",Whipped Cream,52387,68,16763,,0,True
SKU01196,Beverages,Pepsi 750ml,39658,24,30140,500,137,False
SKU01143,"Snacks & Munchies",Peanut Butter Cups,29846,12,26264,400,0,True
SKU00573,"Dairy & Bread",Amul Masti Buttermilk,45414,55,20436,100,28,False
SKU03013,Baby Care,Pampers Diapers - S,181429,12,159657,200,169,False
SKU03465,Pet Care,Tick Spray,109633,66,37275,500,150,False
SKU01160,"Snacks & Munchies",Namkeen Mixture - Haldiram's,13051,0,13051,,54,False
SKU02638,"Bakery & Biscuits",Parle-G Biscuit,23097,23,17784,,2,False
SKU01516,Beverages,Glucon-D Orange,1944,46,1049,350,0,True
SKU00821,"Dairy & Bread",Dahi - Set,49304,25,36978,500,198,False
SKU00501,"Dairy & Bread",Mother Dairy Full Cream Milk,27236,6,25601,400,0,True
SKU00915,"Snacks & Munchies",Act II Popcorn - Butter,17200,28,12384,50,0,True
SKU01720,"Cleaning & Household",Mosquito Repellent - Good Knight,47560,52,22828,200,0,True
SKU00474,"Fruits & Vegetables",Spring Onion,16809,30,11766,1500,43,False
SKU02262,Personal Care,Hair Gel - Set Wet,90194,16,75762,150,127,False
SKU01110,"Snacks & Munchies",Cashew Nuts - W320,6254,14,5378,30,68,False
SKU00195,"Fruits & Vegetables","Spinach (Palak)",12187,25,9140,1500,0,True
SKU00135,"Fruits & Vegetables",Ginger,0,34,0,250,63,False
SKU02934,"Bakery & Biscuits",Bagel - Plain,2544,1,2518,100,74,False
SKU00940,"Snacks & Munchies",Bikaji Bhujia Sev,16786,30,11750,150,65,False
SKU03066,Baby Care,MamyPoko Pants - L,59310,40,35586,500,64,False
SKU02323,"Instant & Frozen Food",MTR Ready-to-Eat Rajma,29700,16,24948,200,200,False
SKU02362,"Instant & Frozen Food",Frozen Peas - Safal,25014,26,18510,400,44,False
SKU00380,"Fruits & Vegetables",Watermelon,7535,1,7459,2000,184,False
SKU02259,Personal Care,Hair Gel - Set Wet,91257,49,46541,50,0,True
SKU01550,"Cleaning & Household",Vim Dishwash Gel - Lemon,27435,21,21673,200,0,True
SKU00964,"Snacks & Munchies",Monaco Biscuit,31532,6,29640,400,191,False
SKU00557,"Dairy & Bread",Paneer - Fresh,23284,29,16531,500,89,False
SKU01295,Beverages,Red Bull 250ml,16032,19,12985,350,15,False
SKU02043,Personal Care,Garnier Face Wash - Men,96402,37,60733,500,140,False
SKU01577,"Cleaning & Household",Harpic Toilet Cleaner,28072,31,19369,750,0,True
SKU03177,Baby Care,Sippy Cup,49669,47,26324,500,0,True
SKU01909,Personal Care,Colgate MaxFresh Toothpaste,29904,25,22428,250,176,False
SKU01678,"Cleaning & Household",Cling Wrap,0,4,0,400,69,False
SKU02981,Baby Care,Cerelac - Rice,33679,10,30311,300,66,False
SKU01031,"Snacks & Munchies",Nutri Choice Digestive,4588,19,3716,400,194,False
SKU03446,Pet Care,Pet Carrier - Small,131056,0,131056,400,172,False
SKU02457,"Instant & Frozen Food",Muesli - Bagrry's,12578,1,12452,1000,101,False
SKU02679,"Bakery & Biscuits",Muffin - Blueberry,25751,7,23948,200,78,False
SKU00475,"Fruits & Vegetables",Spring Onion,11185,30,7829,1500,121,False
SKU03377,Pet Care,Dog Leash,73436,30,51405,200,66,False
SKU02800,"Bakery & Biscuits",Swiss Roll,15981,16,13424,100,94,False
SKU03409,Pet Care,Fish Food - Taiyo,101317,19,82066,3000,20,False
SKU02371,"Instant & Frozen Food",Frozen Peas - Safal,23227,66,7897,400,158,False
SKU03445,Pet Care,Pet Carrier - Small,32784,34,21637,500,150,False
SKU00865,"Snacks & Munchies",Bingo Mad Angles,10118,31,6981,30,0,True
SKU01304,Beverages,Monster Energy 350ml,40554,27,29604,250,0,True
SKU01896,"Cleaning & Household",Glass Wiper,8854,30,6197,500,141,False
SKU02028,Personal Care,Ponds Face Wash,25699,28,18503,250,0,True
SKU01607,"Cleaning & Household",Tide Detergent Powder,71826,26,53151,750,22,False
SKU00327,"Fruits & Vegetables",Drumstick,8609,67,2840,500,175,False
SKU02604,"Instant & Frozen Food",Instant Rice - Minute,19417,11,17281,50,117,False
SKU00785,"Dairy & Bread","Ghee - Amul (500ml)",45694,23,35184,1000,112,False
SKU02644,"Bakery & Biscuits",Parle-G Biscuit,13907,34,9178,100,0,True
SKU00051,"Fruits & Vegetables",Coriander Leaves,3995,15,3395,1000,194,False
SKU02728,"Bakery & Biscuits",Bun - Sweet,26111,21,20627,60,180,False
SKU01729,"Cleaning & Household",Hit Cockroach Spray,9163,29,6505,400,148,False
SKU02441,"Instant & Frozen Food",Oats - Quaker,21672,13,18854,1000,30,False
SKU00317,"Fruits & Vegetables",Drumstick,20389,33,13660,1000,149,False
SKU00775,"Dairy & Bread","Ghee - Amul (500ml)",44340,18,36358,200,0,True
SKU03107,Baby Care,Baby Powder - Johnson's,55514,32,37749,400,52,False
SKU00032,"Fruits & Vegetables",Potato,3746,18,3071,2000,58,False
SKU00473,"Fruits & Vegetables",Spring Onion,5931,63,2194,1000,62,False
SKU01164,"Snacks & Munchies",Mathri,10188,,6622,400,0,True
SKU00973,"Snacks & Munchies","Hide & Seek",28856,31,19910,200,0,True
SKU02149,Personal Care,Sanitary Pads - Whisper,22120,12,19465,250,0,True
SKU00721,"Dairy & Bread",Whipped Cream,35301,28,25416,1000,114,False
SKU01449,Beverages,Jaljeera Drink,30862,21,24380,200,0,True
SKU00553,"Dairy & Bread","Curd - Plain (400g)",29187,16,24517,500,125,False
SKU02184,Personal Care,Wet Wipes - Himalaya,62042,6,58319,500,19,False
SKU00970,"Snacks & Munchies","Hide & Seek",33673,5,31989,50,61,False
SKU02255,Personal Care,Hair Gel - Set Wet,113345,6,106544,100,113,False
SKU03140,Baby Care,Baby Soap - Dove,108472,22,84608,500,80,False
SKU03076,Baby Care,Baby Wipes - Johnson's,37761,16,31719,500,167,False
SKU02961,"Bakery & Biscuits",Eclair - Chocolate,5477,21,4326,,35,False
SKU02648,"Bakery & Biscuits",Tiger Glucose Biscuit,20519,25,15389,40,116,False
SKU00176,"Fruits & Vegetables",Cauliflower,7558,20,6046,1000,52,False
SKU03454,Pet Care,Flea Collar - Dog,45454,49,23181,1000,9,False
SKU01264,Beverages,Tropicana Orange 1L,8728,0,8728,200,192,False
SKU01352,Beverages,Tonic Water - Schweppes,50820,20,40656,750,135,False
SKU02689,"Bakery & Biscuits",Brownie - Chocolate,24286,9,22100,40,76,False
SKU00140,"Fruits & Vegetables",Garlic,18959,49,9669,2000,0,True
SKU00504,"Dairy & Bread",Mother Dairy Full Cream Milk,4020,29,2854,200,38,False
SKU02705,"Bakery & Biscuits",Garlic Bread - Frozen,31458,31,21706,300,0,True
SKU00199,"Fruits & Vegetables","Spinach (Palak)",23933,34,15795,2000,171,False
SKU00841,"Dairy & Bread",Milkshake - Chocolate,44198,14,38010,200,43,False
SKU02229,Personal Care,Body Wash - Dove,111540,0,111540,100,0,True
SKU01855,"Cleaning & Household",Naphthalene Balls,38483,,37328,200,41,False
SKU00366,"Fruits & Vegetables",Watermelon,2219,,1753,250,26,False
SKU00897,"Snacks & Munchies",Pringles Original,38375,1,37991,30,165,False
SKU03418,Pet Care,Bird Seed Mix,147151,0,147151,1000,120,False
SKU01611,"Cleaning & Household",Colin Glass Cleaner,67952,45,37373,400,0,True
SKU00646,"Dairy & Bread",Cheese Spread - Amul,16432,,12816,500,117,False
SKU02010,Personal Care,Nivea Body Lotion,80422,1,79617,75,191,False
SKU01574,"Cleaning & Household",Harpic Toilet Cleaner,45351,38,28117,,48,False
SKU00045,"Fruits & Vegetables",Green Chilli,24365,7,22659,1000,25,False
SKU00597,"Dairy & Bread","Bread - White (Britannia)",53530,26,39612,400,0,True
SKU01834,"Cleaning & Household",Steel Wool,3596,60,1438,750,0,True
SKU01380,Beverages,Chamomile Tea - Twinings,40030,7,37227,1000,198,False
SKU02895,"Bakery & Biscuits",Biscotti,34219,7,31823,300,143,False
SKU00953,"Snacks & Munchies",Parle Rusk,4078,10,3670,200,169,False
SKU03099,Baby Care,Baby Oil - Johnson's,90393,24,68698,300,28,False
SKU00086,"Fruits & Vegetables",Carrot - Ooty,17817,,16391,500,0,True
SKU02355,"Instant & Frozen Food",McCain French Fries,37928,65,13274,400,60,False
SKU03044,Baby Care,Huggies Diapers - S,198557,29,140975,100,0,True
